sample_uid	C3u	C3	C3xu	C115	C21ab	C3xt	C3xv	22573_C	21841_C	C3ge	C3b	C3bn	21495_C	375675_C	101771_C	C115g	C115a	3176982_C	C3ro	C18a	103089_C	25878_C	C115e	C3kv	376531_C	C3gj	374292_C	9772_C	25305_C	22875_C	113196_C	101112_C	374365_C	D1	D1bj	D4	D2.2	D1c	2450882_D	D17d
164974	60292	5619	5390	3863	754	0	0	798	0	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164960	60793	4172	7563	2392	581	0	0	638	0	435	0	0	0	0	0	0	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
165002	68386	4373	10337	2656	0	0	0	0	0	0	0	0	0	0	0	0	0	3056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164912	61561	13071	6587	3562	980	4069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165008	73067	5443	12511	3126	0	0	2690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164949	57000	3659	9842	2428	0	0	1772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164947	71446	4619	7635	3398	0	0	3135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164946	68999	4584	8036	3253	0	0	2781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164936	69470	4960	9292	3406	0	0	2595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164957	60322	4134	11441	3262	0	0	2178	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164993	71806	4744	11473	2686	612	0	2990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
164989	70937	5035	8970	3688	597	0	3048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
164971	74691	5452	13576	3668	687	0	2577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164990	53006	3889	8484	2472	429	0	1955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	7	4	9	8	0	0
164934	67973	4980	7052	3086	606	0	2631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164997	71194	6100	15648	3522	778	0	3813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164976	59976	4190	11184	3475	504	0	2111	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165001	82039	4585	2227	3527	642	0	3062	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164910	72400	4886	8112	3605	690	0	2857	0	0	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164979	73605	5025	7765	3393	597	0	3151	0	0	0	0	0	0	0	0	0	0	0	0	0	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164938	54910	6441	7650	3460	597	0	1670	610	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0
164914	65308	14044	7065	4502	1120	1944	1314	0	917	0	0	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164975	44194	5802	2495	2430	621	467	1427	595	0	401	0	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0	440	0	0	0	0	0	0	0	0	0	0	0
164966	46167	11933	5303	3875	1106	1474	780	307	665	502	628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164973	37941	22119	7140	5947	2031	0	527	0	0	1072	1098	521	0	0	0	0	0	0	0	445	0	422	0	0	0	335	0	0	0	0	0	0	336	0	0	0	0	0	0	0
164941	50176	17552	2308	5123	1372	2523	690	0	1666	462	710	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164944	51741	23056	0	5362	1686	4378	0	0	2302	602	919	793	663	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164928	43838	14432	1494	3989	1357	2676	546	0	977	432	720	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164919	45346	22240	0	4485	1594	5330	0	0	1362	671	867	708	632	0	588	425	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164923	43834	17441	839	3692	1345	4112	0	0	1882	486	679	598	0	571	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164918	38704	17738	0	4054	1244	4261	0	0	1375	377	749	658	583	481	561	311	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164942	50543	23142	0	5281	1580	3879	0	0	2122	546	907	848	760	759	0	0	0	0	376	0	0	0	0	568	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164948	36389	18121	0	3554	1620	4047	0	0	1504	557	783	483	466	436	0	355	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164970	35732	16454	562	3155	1549	2775	0	0	1376	605	695	508	398	0	0	327	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164909	53177	17691	2390	3849	1468	4508	0	0	1737	462	659	592	581	534	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164929	30533	16812	0	3272	1494	3405	0	0	1036	402	733	469	0	376	423	319	365	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164911	48921	26571	0	6101	2247	4495	0	0	1746	1046	1080	712	746	557	630	560	0	0	453	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164916	36778	21113	0	4365	2134	2256	0	0	1400	594	524	697	0	0	704	330	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164935	30315	17808	0	2866	1663	0	0	0	380	665	771	453	515	0	500	257	0	0	0	362	0	248	0	0	1096	298	457	0	0	0	0	0	0	0	0	0	0	0	0	0
164931	41074	35761	1280	6698	2616	0	0	0	0	662	1396	883	683	0	1432	0	1037	0	509	0	0	652	675	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0
164921	33229	20501	0	4239	1484	1563	0	0	1471	608	778	677	0	527	0	400	435	0	323	285	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164972	27609	20069	0	4855	1947	386	0	0	598	822	1123	679	396	0	595	379	529	0	308	347	0	415	371	0	299	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164930	38731	27975	0	5951	2555	1785	0	0	1475	1146	1161	770	0	538	0	494	736	0	363	381	0	395	522	0	0	0	0	433	0	396	0	0	0	0	0	0	0	0	5	0
164917	26717	21330	0	4494	1967	1485	0	0	1192	634	836	553	397	340	444	407	498	0	0	0	0	0	409	0	0	270	327	267	0	0	0	0	0	0	0	0	0	0	0	0
