sample_uid	373662	373661	373660	373445
164986	95692.0	0	0	0
164992	80942.0	0	0	0
164988	100818.0	0	0	0
165006	91699.0	0	0	0
164965	88103.0	0	0	0
164953	98009.0	0	0	0
165003	67152.0	0	0	0
164987	95824.0	0	0	0
164926	95673.0	0	0	0
164983	87374.0	0	0	0
164955	80486.0	0	0	0
164999	88066.0	0	0	0
165007	98603.0	0	0	0
164922	71254.0	0	0	0
164981	99312.0	0	0	0
164937	100834.0	0	0	0
164952	60943.0	0	0	0
164940	66292.0	0	0	0
164980	85597.0	0	0	0
165000	76233.0	0	0	0
165005	98373.0	0	0	0
164956	88690.0	0	0	0
164982	86325.0	0	0	0
164985	96958.0	0	0	0
165004	86101.0	0	0	0
164998	89065.0	0	0	0
164927	88800.0	0	0	0
164959	87282.0	0	0	0
164994	96916.0	0	0	0
164991	99662.0	0	0	0
164996	86521.0	0	0	0
164967	71995.0	0	0	0
164932	81375.0	0	0	0
164924	70539.0	0	0	0
164962	68144.0	0	0	0
164925	83909.0	0	0	0
164995	62169.0	0	0	0
164954	75167.0	0	0	0
164950	88122.0	0	0	0
164984	101001.0	0	0	0
164920	60235.0	0	0	0
164939	78070.0	0	0	0
164964	72553.0	0	0	0
164969	99474.0	0	0	0
164963	77086.0	0	0	0
164913	83903.0	0	0	0
164978	68523.0	0	0	0
164968	63115.0	0	0	0
164915	59775.0	0	0	0
164951	82764.0	0	0	0
164933	92004.0	0	0	0
164961	74707.0	0	0	0
164943	77469.0	0	0	0
164945	100366.0	0	0	0
164958	84035.0	0	0	0
164977	54719.0	0	0	0
164974	75164.0	0	0	0
164960	74920.0	0	0	0
165002	85752.0	0	0	0
164912	84781.0	0	0	0
165008	0	96837.0	0	0
164949	0	74701.0	0	0
164947	0	90233.0	0	0
164946	0	87653.0	0	0
164936	0	89723.0	0	0
164957	0	81337.0	0	0
164993	0	93699.0	0	0
164989	0	91678.0	0	0
164971	0	99964.0	0	0
164990	0	69806.0	0	0
164934	0	85722.0	0	0
164997	0	100277.0	0	0
164976	0	80936.0	0	0
165001	0	95440.0	0	0
164910	0	91860.0	0	0
164979	0	92939.0	0	0
164938	0	74131.0	0	0
164914	0	92233.0	0	0
164975	0	56348.0	0	0
164966	0	68058.0	0	0
164973	0	73674.0	0	0
164941	0	75849.0	0	0
164944	0	0	84537.0	0
164928	0	0	64935.0	0
164919	0	0	77401.0	0
164923	0	0	69079.0	0
164918	0	0	64757.0	0
164942	0	0	82845.0	0
164948	0	0	62111.0	0
164970	0	0	58116.0	0
164909	0	0	79225.0	0
164929	0	0	54022.0	0
164911	0	0	86088.0	0
164916	0	0	0	64984.0
164935	0	0	0	53317.0
164931	0	0	0	86811.0
164921	0	0	0	60061.0
164972	0	0	0	55302.0
164930	0	0	0	76358.0
164917	0	0	0	55142.0
