sample_uid	373662	373661	373660	373445
164986	0.9934078711057128	0	0	0
164992	0.9931777466931704	0	0	0
164988	0.9925864666095637	0	0	0
165006	0.9921879226582703	0	0	0
164965	0.9921844206448416	0	0	0
164953	0.9918031957417096	0	0	0
165003	0.9917150325639095	0	0	0
164987	0.9916281187586021	0	0	0
164926	0.9916252940993564	0	0	0
164983	0.9914780141843972	0	0	0
164955	0.9914388834825884	0	0	0
164999	0.9913100249893064	0	0	0
165007	0.9908753806111887	0	0	0
164922	0.9905331201779384	0	0	0
164981	0.9903569042371783	0	0	0
164937	0.9869527342488279	0	0	0
164952	0.9864359592755054	0	0	0
164940	0.9860185625892433	0	0	0
164980	0.9857544279890366	0	0	0
165000	0.9857503071054503	0	0	0
165005	0.9850598307715416	0	0	0
164956	0.9849629070232331	0	0	0
164982	0.9847257711261179	0	0	0
164985	0.9846850689578128	0	0	0
165004	0.9844839808822521	0	0	0
164998	0.9844591084435896	0	0	0
164927	0.9841297987410231	0	0	0
164959	0.9840911909620826	0	0	0
164994	0.9840686398944002	0	0	0
164991	0.9840342025493932	0	0	0
164996	0.9840318453227183	0	0	0
164967	0.9836726328733434	0	0	0
164932	0.9834787653187015	0	0	0
164924	0.9834234887352219	0	0	0
164962	0.983106109788646	0	0	0
164925	0.9825870064171623	0	0	0
164995	0.9813265563833817	0	0	0
164954	0.9811643388591568	0	0	0
164950	0.9806915432297985	0	0	0
164984	0.9805827127891962	0	0	0
164920	0.9803554571791283	0	0	0
164939	0.9801632140615192	0	0	0
164964	0.9795193735655461	0	0	0
164969	0.9794025559734557	0	0	0
164963	0.9790438935175777	0	0	0
164913	0.9788944371849916	0	0	0
164978	0.9787881384984574	0	0	0
164968	0.9784816210098755	0	0	0
164915	0.9784583653893372	0	0	0
164951	0.9784366576819407	0	0	0
164933	0.9784120637216326	0	0	0
164961	0.9773797686953791	0	0	0
164943	0.9770829654667911	0	0	0
164945	0.9767695347094488	0	0	0
164958	0.9758009266247867	0	0	0
164977	0.9732840041977198	0	0	0
164974	0.9727323316638843	0	0	0
164960	0.9713722642879369	0	0	0
165002	0.9655886857039906	0	0	0
164912	0.94379383279528	0	0	0
165008	0	1.0	0	0
164949	0	1.0	0	0
164947	0	1.0	0	0
164946	0	1.0	0	0
164936	0	1.0	0	0
164957	0	0.9954350752661852	0	0
164993	0	0.9933528401501177	0	0
164989	0	0.9933041518592354	0	0
164971	0	0.9931744344318487	0	0
164990	0	0.9931424994309128	0	0
164934	0	0.9929802613288852	0	0
164997	0	0.9923012221067735	0	0
164976	0	0.9891837058945747	0	0
165001	0	0.9891180433205513	0	0
164910	0	0.9880181556133973	0	0
164979	0	0.9835231120894006	0	0
164938	0	0.9741389505775372	0	0
164914	0	0.9544866554211382	0	0
164975	0	0.9512137479320706	0	0
164966	0	0.9356337640912841	0	0
164973	0	0.9216853904471188	0	0
164941	0	0.912930443050925	0	0
164944	0	0	0.9168673130734691	0
164928	0	0	0.9167207838043877	0
164919	0	0	0.9145378925727249	0
164923	0	0	0.911284364941164	0
164918	0	0	0.9064656560142219	0
164942	0	0	0.9033366045142296	0
164948	0	0	0.9032093882240028	0
164970	0	0	0.9021982116244411	0
164909	0	0	0.9000181764478676	0
164929	0	0	0.899676914365653	0
164911	0	0	0.8942070985634601	0
164916	0	0	0	0.9113526400673164
164935	0	0	0	0.9090087632557029
164931	0	0	0	0.9064718904018043
164921	0	0	0	0.8968210120798554
164972	0	0	0	0.891191542849776
164930	0	0	0	0.8898289283550086
164917	0	0	0	0.8813272172231368
