sample,analysis_type_uid,PC1,PC2,PC3,PC4
C3u-C3xu-C3-C115,373662,0.17000735486979485,-0.02794630289915938,-0.04681405563298115,0.0
C3u-C3-C115-C3xt,373660,-0.07586254874649488,0.12905633745216,4.151397068516828e-05,0.0
C3/C3u-C115-C21ab-C3ge,373445,-0.2645598155160124,-0.07304396805033252,2.0368999947953282e-05,0.0
C3u-C3xu-C3-C115-C3xv,373661,0.17041500939271254,-0.028066066502668373,0.04675217266234818,0.0
proportion_explained,0,0.827152344851298,0.1457649126131351,0.02708274253556691,0.0
