Species,Day elapsed,Colony,N fragment,Bleached fragments,Healthy fragments,Fragment ID,Fragment #,status
A. millepora,4,AMIL13,8,0,8,AMIL13_3,3,1
A. millepora,4,AMIL13,8,0,8,AMIL13_4,4,1
A. millepora,4,AMIL13,8,0,8,AMIL13_5,5,1
A. millepora,4,AMIL13,8,0,8,AMIL13_6,6,1
A. millepora,4,AMIL13,8,0,8,AMIL13_7,7,1
A. millepora,4,AMIL13,8,0,8,AMIL13_8,8,1
A. millepora,4,AMIL14,8,0,8,AMIL14_1,1,1
A. millepora,4,AMIL14,8,0,8,AMIL14_2,2,1
A. millepora,4,AMIL14,8,0,8,AMIL14_3,3,1
A. millepora,4,AMIL14,8,0,8,AMIL14_4,4,1
A. millepora,4,AMIL14,8,0,8,AMIL14_5,5,1
A. millepora,4,AMIL14,8,0,8,AMIL14_6,6,1
A. millepora,4,AMIL14,8,0,8,AMIL14_7,7,1
A. millepora,4,AMIL14,8,0,8,AMIL14_8,8,1
A. millepora,4,AMIL15,8,0,8,AMIL15_1,1,1
A. millepora,4,AMIL15,8,0,8,AMIL15_2,2,1
A. millepora,4,AMIL15,8,0,8,AMIL15_3,3,1
A. millepora,4,AMIL15,8,0,8,AMIL15_4,4,1
A. millepora,4,AMIL15,8,0,8,AMIL15_5,5,1
A. millepora,4,AMIL15,8,0,8,AMIL15_6,6,1
A. millepora,4,AMIL15,8,0,8,AMIL15_7,7,1
A. millepora,4,AMIL15,8,0,8,AMIL15_8,8,1
A. millepora,4,AMIL16,8,0,8,AMIL16_1,1,1
A. millepora,4,AMIL16,8,0,8,AMIL16_2,2,1
A. millepora,4,AMIL16,8,0,8,AMIL16_3,3,1
A. millepora,4,AMIL16,8,0,8,AMIL16_4,4,1
A. millepora,4,AMIL16,8,0,8,AMIL16_5,5,1
A. millepora,4,AMIL16,8,0,8,AMIL16_6,6,1
A. millepora,4,AMIL16,8,0,8,AMIL16_7,7,1
A. millepora,4,AMIL16,8,0,8,AMIL16_8,8,1
A. millepora,4,AMIL17,8,0,8,AMIL17_1,1,1
A. millepora,4,AMIL17,8,0,8,AMIL17_2,2,1
A. millepora,4,AMIL17,8,0,8,AMIL17_3,3,1
A. millepora,4,AMIL17,8,0,8,AMIL17_4,4,1
A. millepora,4,AMIL17,8,0,8,AMIL17_5,5,1
A. millepora,4,AMIL17,8,0,8,AMIL17_6,6,1
A. millepora,4,AMIL17,8,0,8,AMIL17_7,7,1
A. millepora,4,AMIL17,8,0,8,AMIL17_8,8,1
A. millepora,4,AMIL18,8,0,8,AMIL18_1,1,1
A. millepora,4,AMIL18,8,0,8,AMIL18_2,2,1
A. millepora,4,AMIL18,8,0,8,AMIL18_3,3,1
A. millepora,4,AMIL18,8,0,8,AMIL18_4,4,1
A. millepora,4,AMIL18,8,0,8,AMIL18_5,5,1
A. millepora,4,AMIL18,8,0,8,AMIL18_6,6,1
A. millepora,4,AMIL18,8,0,8,AMIL18_7,7,1
A. millepora,4,AMIL18,8,0,8,AMIL18_8,8,1
A. millepora,4,AMIL19,8,0,8,AMIL19_1,1,1
A. millepora,4,AMIL19,8,0,8,AMIL19_2,2,1
A. millepora,4,AMIL19,8,0,8,AMIL19_3,3,1
A. millepora,4,AMIL19,8,0,8,AMIL19_4,4,1
A. millepora,4,AMIL19,8,0,8,AMIL19_5,5,1
A. millepora,4,AMIL19,8,0,8,AMIL19_6,6,1
A. millepora,4,AMIL19,8,0,8,AMIL19_7,7,1
A. millepora,4,AMIL19,8,0,8,AMIL19_8,8,1
A. millepora,4,AMIL20,8,0,8,AMIL20_1,1,1
A. millepora,4,AMIL20,8,0,8,AMIL20_2,2,1
A. millepora,4,AMIL20,8,0,8,AMIL20_3,3,1
A. millepora,4,AMIL20,8,0,8,AMIL20_4,4,1
A. millepora,4,AMIL20,8,0,8,AMIL20_5,5,1
A. millepora,4,AMIL20,8,0,8,AMIL20_6,6,1
A. millepora,4,AMIL20,8,0,8,AMIL20_7,7,1
A. millepora,4,AMIL20,8,0,8,AMIL20_8,8,1
A. millepora,4,AMIL21,8,0,8,AMIL21_1,1,1
A. millepora,4,AMIL21,8,0,8,AMIL21_2,2,1
A. millepora,4,AMIL21,8,0,8,AMIL21_3,3,1
A. millepora,4,AMIL21,8,0,8,AMIL21_4,4,1
A. millepora,4,AMIL21,8,0,8,AMIL21_5,5,1
A. millepora,4,AMIL21,8,0,8,AMIL21_6,6,1
A. millepora,4,AMIL21,8,0,8,AMIL21_7,7,1
A. millepora,4,AMIL21,8,0,8,AMIL21_8,8,1
A. millepora,4,AMIL22,8,0,8,AMIL22_1,1,1
A. millepora,4,AMIL22,8,0,8,AMIL22_2,2,1
A. millepora,4,AMIL22,8,0,8,AMIL22_3,3,1
A. millepora,4,AMIL22,8,0,8,AMIL22_4,4,1
A. millepora,4,AMIL22,8,0,8,AMIL22_5,5,1
A. millepora,4,AMIL22,8,0,8,AMIL22_6,6,1
A. millepora,4,AMIL22,8,0,8,AMIL22_7,7,1
A. millepora,4,AMIL22,8,0,8,AMIL22_8,8,1
A. millepora,4,AMIL23,8,0,8,AMIL23_1,1,1
A. millepora,4,AMIL23,8,0,8,AMIL23_2,2,1
A. millepora,4,AMIL23,8,0,8,AMIL23_3,3,1
A. millepora,4,AMIL23,8,0,8,AMIL23_4,4,1
A. millepora,4,AMIL23,8,0,8,AMIL23_5,5,1
A. millepora,4,AMIL23,8,0,8,AMIL23_6,6,1
A. millepora,4,AMIL23,8,0,8,AMIL23_7,7,1
A. millepora,4,AMIL23,8,0,8,AMIL23_8,8,1
A. millepora,4,AMIL24,8,0,8,AMIL24_1,1,1
A. millepora,4,AMIL24,8,0,8,AMIL24_2,2,1
A. millepora,4,AMIL24,8,0,8,AMIL24_3,3,1
A. millepora,4,AMIL24,8,0,8,AMIL24_4,4,1
A. millepora,4,AMIL24,8,0,8,AMIL24_5,5,1
A. millepora,4,AMIL24,8,0,8,AMIL24_6,6,1
A. millepora,4,AMIL24,8,0,8,AMIL24_7,7,1
A. millepora,4,AMIL24,8,0,8,AMIL24_8,8,1
A. millepora,4,AMIL25,8,0,8,AMIL25_1,1,1
A. millepora,4,AMIL25,8,0,8,AMIL25_2,2,1
A. millepora,4,AMIL25,8,0,8,AMIL25_3,3,1
A. millepora,4,AMIL25,8,0,8,AMIL25_4,4,1
A. millepora,4,AMIL25,8,0,8,AMIL25_5,5,1
A. millepora,4,AMIL25,8,0,8,AMIL25_6,6,1
A. millepora,4,AMIL25,8,0,8,AMIL25_7,7,1
A. millepora,4,AMIL25,8,0,8,AMIL25_8,8,1
A. millepora,4,AMIL26,8,0,8,AMIL26_1,1,1
A. millepora,4,AMIL26,8,0,8,AMIL26_2,2,1
A. millepora,4,AMIL26,8,0,8,AMIL26_3,3,1
A. millepora,4,AMIL26,8,0,8,AMIL26_4,4,1
A. millepora,4,AMIL26,8,0,8,AMIL26_5,5,1
A. millepora,4,AMIL26,8,0,8,AMIL26_6,6,1
A. millepora,4,AMIL26,8,0,8,AMIL26_7,7,1
A. millepora,4,AMIL26,8,0,8,AMIL26_8,8,1
A. millepora,4,AMIL27,8,0,8,AMIL27_1,1,1
A. millepora,4,AMIL27,8,0,8,AMIL27_2,2,1
A. millepora,4,AMIL27,8,0,8,AMIL27_3,3,1
A. millepora,4,AMIL27,8,0,8,AMIL27_4,4,1
A. millepora,4,AMIL27,8,0,8,AMIL27_5,5,1
A. millepora,4,AMIL27,8,0,8,AMIL27_6,6,1
A. millepora,4,AMIL27,8,0,8,AMIL27_7,7,1
A. millepora,4,AMIL27,8,0,8,AMIL27_8,8,1
A. millepora,4,AMIL28,8,0,8,AMIL28_1,1,1
A. millepora,4,AMIL28,8,0,8,AMIL28_2,2,1
A. millepora,4,AMIL28,8,0,8,AMIL28_3,3,1
A. millepora,4,AMIL28,8,0,8,AMIL28_4,4,1
A. millepora,4,AMIL28,8,0,8,AMIL28_5,5,1
A. millepora,4,AMIL28,8,0,8,AMIL28_6,6,1
A. millepora,4,AMIL28,8,0,8,AMIL28_7,7,1
A. millepora,4,AMIL28,8,0,8,AMIL28_8,8,1
A. millepora,4,AMIL29,8,0,8,AMIL29_1,1,1
A. millepora,4,AMIL29,8,0,8,AMIL29_2,2,1
A. millepora,4,AMIL29,8,0,8,AMIL29_3,3,1
A. millepora,4,AMIL29,8,0,8,AMIL29_4,4,1
A. millepora,4,AMIL29,8,0,8,AMIL29_5,5,1
A. millepora,4,AMIL29,8,0,8,AMIL29_6,6,1
A. millepora,4,AMIL29,8,0,8,AMIL29_7,7,1
A. millepora,4,AMIL29,8,0,8,AMIL29_8,8,1
A. millepora,4,AMIL30,8,0,8,AMIL30_1,1,1
A. millepora,4,AMIL30,8,0,8,AMIL30_2,2,1
A. millepora,4,AMIL30,8,0,8,AMIL30_3,3,1
A. millepora,4,AMIL30,8,0,8,AMIL30_4,4,1
A. millepora,4,AMIL30,8,0,8,AMIL30_5,5,1
A. millepora,4,AMIL30,8,0,8,AMIL30_6,6,1
A. millepora,4,AMIL30,8,0,8,AMIL30_7,7,1
A. millepora,4,AMIL30,8,0,8,AMIL30_8,8,1
A. millepora,5,AMIL01,8,0,8,AMIL01_1,1,1
A. millepora,5,AMIL01,8,0,8,AMIL01_2,2,1
A. millepora,5,AMIL01,8,0,8,AMIL01_3,3,1
A. millepora,5,AMIL01,8,0,8,AMIL01_4,4,1
A. millepora,5,AMIL01,8,0,8,AMIL01_5,5,1
A. millepora,5,AMIL01,8,0,8,AMIL01_6,6,1
A. millepora,5,AMIL01,8,0,8,AMIL01_7,7,1
A. millepora,5,AMIL01,8,0,8,AMIL01_8,8,1
A. millepora,5,AMIL02,8,0,8,AMIL02_1,1,1
A. millepora,5,AMIL02,8,0,8,AMIL02_2,2,1
A. millepora,5,AMIL02,8,0,8,AMIL02_3,3,1
A. millepora,5,AMIL02,8,0,8,AMIL02_4,4,1
A. millepora,5,AMIL02,8,0,8,AMIL02_5,5,1
A. millepora,5,AMIL02,8,0,8,AMIL02_6,6,1
A. millepora,5,AMIL02,8,0,8,AMIL02_7,7,1
A. millepora,5,AMIL02,8,0,8,AMIL02_8,8,1
A. millepora,5,AMIL03,8,0,8,AMIL03_1,1,1
A. millepora,5,AMIL03,8,0,8,AMIL03_2,2,1
A. millepora,5,AMIL03,8,0,8,AMIL03_3,3,1
A. millepora,5,AMIL03,8,0,8,AMIL03_4,4,1
A. millepora,5,AMIL03,8,0,8,AMIL03_5,5,1
A. millepora,5,AMIL03,8,0,8,AMIL03_6,6,1
A. millepora,5,AMIL03,8,0,8,AMIL03_7,7,1
A. millepora,5,AMIL03,8,0,8,AMIL03_8,8,1
A. millepora,5,AMIL04,8,0,8,AMIL04_1,1,1
A. millepora,5,AMIL04,8,0,8,AMIL04_2,2,1
A. millepora,5,AMIL04,8,0,8,AMIL04_3,3,1
A. millepora,5,AMIL04,8,0,8,AMIL04_4,4,1
A. millepora,5,AMIL04,8,0,8,AMIL04_5,5,1
A. millepora,5,AMIL04,8,0,8,AMIL04_6,6,1
A. millepora,5,AMIL04,8,0,8,AMIL04_7,7,1
A. millepora,5,AMIL04,8,0,8,AMIL04_8,8,1
A. millepora,5,AMIL05,8,0,8,AMIL05_1,1,1
A. millepora,5,AMIL05,8,0,8,AMIL05_2,2,1
A. millepora,5,AMIL05,8,0,8,AMIL05_3,3,1
A. millepora,5,AMIL05,8,0,8,AMIL05_4,4,1
A. millepora,5,AMIL05,8,0,8,AMIL05_5,5,1
A. millepora,5,AMIL05,8,0,8,AMIL05_6,6,1
A. millepora,5,AMIL05,8,0,8,AMIL05_7,7,1
A. millepora,5,AMIL05,8,0,8,AMIL05_8,8,1
A. millepora,5,AMIL06,8,0,8,AMIL06_1,1,1
A. millepora,5,AMIL06,8,0,8,AMIL06_2,2,1
A. millepora,5,AMIL06,8,0,8,AMIL06_3,3,1
A. millepora,5,AMIL06,8,0,8,AMIL06_4,4,1
A. millepora,5,AMIL06,8,0,8,AMIL06_5,5,1
A. millepora,5,AMIL06,8,0,8,AMIL06_6,6,1
A. millepora,5,AMIL06,8,0,8,AMIL06_7,7,1
A. millepora,5,AMIL06,8,0,8,AMIL06_8,8,1
A. millepora,5,AMIL07,8,0,8,AMIL07_1,1,1
A. millepora,5,AMIL07,8,0,8,AMIL07_2,2,1
A. millepora,5,AMIL07,8,0,8,AMIL07_3,3,1
A. millepora,5,AMIL07,8,0,8,AMIL07_4,4,1
A. millepora,5,AMIL07,8,0,8,AMIL07_5,5,1
A. millepora,5,AMIL07,8,0,8,AMIL07_6,6,1
A. millepora,5,AMIL07,8,0,8,AMIL07_7,7,1
A. millepora,5,AMIL07,8,0,8,AMIL07_8,8,1
A. millepora,5,AMIL08,8,0,8,AMIL08_1,1,1
A. millepora,5,AMIL08,8,0,8,AMIL08_2,2,1
A. millepora,5,AMIL08,8,0,8,AMIL08_3,3,1
A. millepora,5,AMIL08,8,0,8,AMIL08_4,4,1
A. millepora,5,AMIL08,8,0,8,AMIL08_5,5,1
A. millepora,5,AMIL08,8,0,8,AMIL08_6,6,1
A. millepora,5,AMIL08,8,0,8,AMIL08_7,7,1
A. millepora,5,AMIL08,8,0,8,AMIL08_8,8,1
A. millepora,5,AMIL09,8,0,8,AMIL09_1,1,1
A. millepora,5,AMIL09,8,0,8,AMIL09_2,2,1
A. millepora,5,AMIL09,8,0,8,AMIL09_3,3,1
A. millepora,5,AMIL09,8,0,8,AMIL09_4,4,1
A. millepora,5,AMIL09,8,0,8,AMIL09_5,5,1
A. millepora,5,AMIL09,8,0,8,AMIL09_6,6,1
A. millepora,5,AMIL09,8,0,8,AMIL09_7,7,1
A. millepora,5,AMIL09,8,0,8,AMIL09_8,8,1
A. millepora,5,AMIL10,8,0,8,AMIL10_1,1,1
A. millepora,5,AMIL10,8,0,8,AMIL10_2,2,1
A. millepora,5,AMIL10,8,0,8,AMIL10_3,3,1
A. millepora,5,AMIL10,8,0,8,AMIL10_4,4,1
A. millepora,5,AMIL10,8,0,8,AMIL10_5,5,1
A. millepora,5,AMIL10,8,0,8,AMIL10_6,6,1
A. millepora,5,AMIL10,8,0,8,AMIL10_7,7,1
A. millepora,5,AMIL10,8,0,8,AMIL10_8,8,1
A. millepora,5,AMIL11,8,0,8,AMIL11_1,1,1
A. millepora,5,AMIL11,8,0,8,AMIL11_2,2,1
A. millepora,5,AMIL11,8,0,8,AMIL11_3,3,1
A. millepora,5,AMIL11,8,0,8,AMIL11_4,4,1
A. millepora,5,AMIL11,8,0,8,AMIL11_5,5,1
A. millepora,5,AMIL11,8,0,8,AMIL11_6,6,1
A. millepora,5,AMIL11,8,0,8,AMIL11_7,7,1
A. millepora,5,AMIL11,8,0,8,AMIL11_8,8,1
A. millepora,5,AMIL12,8,0,8,AMIL12_1,1,1
A. millepora,5,AMIL12,8,0,8,AMIL12_2,2,1
A. millepora,5,AMIL12,8,0,8,AMIL12_3,3,1
A. millepora,5,AMIL12,8,0,8,AMIL12_4,4,1
A. millepora,5,AMIL12,8,0,8,AMIL12_5,5,1
A. millepora,5,AMIL12,8,0,8,AMIL12_6,6,1
A. millepora,5,AMIL12,8,0,8,AMIL12_7,7,1
A. millepora,5,AMIL12,8,0,8,AMIL12_8,8,1
A. millepora,5,AMIL13,8,0,8,AMIL13_1,1,1
A. millepora,5,AMIL13,8,0,8,AMIL13_2,2,1
A. millepora,5,AMIL13,8,0,8,AMIL13_3,3,1
A. millepora,5,AMIL13,8,0,8,AMIL13_4,4,1
A. millepora,5,AMIL13,8,0,8,AMIL13_5,5,1
A. millepora,5,AMIL13,8,0,8,AMIL13_6,6,1
A. millepora,5,AMIL13,8,0,8,AMIL13_7,7,1
A. millepora,5,AMIL13,8,0,8,AMIL13_8,8,1
A. millepora,5,AMIL14,8,0,8,AMIL14_1,1,1
A. millepora,5,AMIL14,8,0,8,AMIL14_2,2,1
A. millepora,5,AMIL14,8,0,8,AMIL14_3,3,1
A. millepora,5,AMIL14,8,0,8,AMIL14_4,4,1
A. millepora,5,AMIL14,8,0,8,AMIL14_5,5,1
A. millepora,5,AMIL14,8,0,8,AMIL14_6,6,1
A. millepora,5,AMIL14,8,0,8,AMIL14_7,7,1
A. millepora,5,AMIL14,8,0,8,AMIL14_8,8,1
A. millepora,5,AMIL15,8,0,8,AMIL15_1,1,1
A. millepora,5,AMIL15,8,0,8,AMIL15_2,2,1
A. millepora,5,AMIL15,8,0,8,AMIL15_3,3,1
A. millepora,5,AMIL15,8,0,8,AMIL15_4,4,1
A. millepora,5,AMIL15,8,0,8,AMIL15_5,5,1
A. millepora,5,AMIL15,8,0,8,AMIL15_6,6,1
A. millepora,5,AMIL15,8,0,8,AMIL15_7,7,1
A. millepora,5,AMIL15,8,0,8,AMIL15_8,8,1
A. millepora,5,AMIL16,8,0,8,AMIL16_1,1,1
A. millepora,5,AMIL16,8,0,8,AMIL16_2,2,1
A. millepora,5,AMIL16,8,0,8,AMIL16_3,3,1
A. millepora,5,AMIL16,8,0,8,AMIL16_4,4,1
A. millepora,5,AMIL16,8,0,8,AMIL16_5,5,1
A. millepora,5,AMIL16,8,0,8,AMIL16_6,6,1
A. millepora,5,AMIL16,8,0,8,AMIL16_7,7,1
A. millepora,5,AMIL16,8,0,8,AMIL16_8,8,1
A. millepora,5,AMIL17,8,0,8,AMIL17_1,1,1
A. millepora,5,AMIL17,8,0,8,AMIL17_2,2,1
A. millepora,5,AMIL17,8,0,8,AMIL17_3,3,1
A. millepora,5,AMIL17,8,0,8,AMIL17_4,4,1
A. millepora,5,AMIL17,8,0,8,AMIL17_5,5,1
A. millepora,5,AMIL17,8,0,8,AMIL17_6,6,1
A. millepora,5,AMIL17,8,0,8,AMIL17_7,7,1
A. millepora,5,AMIL17,8,0,8,AMIL17_8,8,1
A. millepora,5,AMIL18,8,0,8,AMIL18_1,1,1
A. millepora,5,AMIL18,8,0,8,AMIL18_2,2,1
A. millepora,5,AMIL18,8,0,8,AMIL18_3,3,1
A. millepora,5,AMIL18,8,0,8,AMIL18_4,4,1
A. millepora,5,AMIL18,8,0,8,AMIL18_5,5,1
A. millepora,5,AMIL18,8,0,8,AMIL18_6,6,1
A. millepora,5,AMIL18,8,0,8,AMIL18_7,7,1
A. millepora,5,AMIL18,8,0,8,AMIL18_8,8,1
A. millepora,5,AMIL19,8,0,8,AMIL19_1,1,1
A. millepora,5,AMIL19,8,0,8,AMIL19_2,2,1
A. millepora,5,AMIL19,8,0,8,AMIL19_3,3,1
A. millepora,5,AMIL19,8,0,8,AMIL19_4,4,1
A. millepora,5,AMIL19,8,0,8,AMIL19_5,5,1
A. millepora,5,AMIL19,8,0,8,AMIL19_6,6,1
A. millepora,5,AMIL19,8,0,8,AMIL19_7,7,1
A. millepora,5,AMIL19,8,0,8,AMIL19_8,8,1
A. millepora,5,AMIL20,8,0,8,AMIL20_1,1,1
A. millepora,5,AMIL20,8,0,8,AMIL20_2,2,1
A. millepora,5,AMIL20,8,0,8,AMIL20_3,3,1
A. millepora,5,AMIL20,8,0,8,AMIL20_4,4,1
A. millepora,5,AMIL20,8,0,8,AMIL20_5,5,1
A. millepora,5,AMIL20,8,0,8,AMIL20_6,6,1
A. millepora,5,AMIL20,8,0,8,AMIL20_7,7,1
A. millepora,5,AMIL20,8,0,8,AMIL20_8,8,1
A. millepora,5,AMIL21,8,0,8,AMIL21_1,1,1
A. millepora,5,AMIL21,8,0,8,AMIL21_2,2,1
A. millepora,5,AMIL21,8,0,8,AMIL21_3,3,1
A. millepora,5,AMIL21,8,0,8,AMIL21_4,4,1
A. millepora,5,AMIL21,8,0,8,AMIL21_5,5,1
A. millepora,5,AMIL21,8,0,8,AMIL21_6,6,1
A. millepora,5,AMIL21,8,0,8,AMIL21_7,7,1
A. millepora,5,AMIL21,8,0,8,AMIL21_8,8,1
A. millepora,5,AMIL22,8,0,8,AMIL22_1,1,1
A. millepora,5,AMIL22,8,0,8,AMIL22_2,2,1
A. millepora,5,AMIL22,8,0,8,AMIL22_3,3,1
A. millepora,5,AMIL22,8,0,8,AMIL22_4,4,1
A. millepora,5,AMIL22,8,0,8,AMIL22_5,5,1
A. millepora,5,AMIL22,8,0,8,AMIL22_6,6,1
A. millepora,5,AMIL22,8,0,8,AMIL22_7,7,1
A. millepora,5,AMIL22,8,0,8,AMIL22_8,8,1
A. millepora,5,AMIL23,8,0,8,AMIL23_1,1,1
A. millepora,5,AMIL23,8,0,8,AMIL23_2,2,1
A. millepora,5,AMIL23,8,0,8,AMIL23_3,3,1
A. millepora,5,AMIL23,8,0,8,AMIL23_4,4,1
A. millepora,5,AMIL23,8,0,8,AMIL23_5,5,1
A. millepora,5,AMIL23,8,0,8,AMIL23_6,6,1
A. millepora,5,AMIL23,8,0,8,AMIL23_7,7,1
A. millepora,5,AMIL23,8,0,8,AMIL23_8,8,1
A. millepora,5,AMIL24,8,0,8,AMIL24_1,1,1
A. millepora,5,AMIL24,8,0,8,AMIL24_2,2,1
A. millepora,5,AMIL24,8,0,8,AMIL24_3,3,1
A. millepora,5,AMIL24,8,0,8,AMIL24_4,4,1
A. millepora,5,AMIL24,8,0,8,AMIL24_5,5,1
A. millepora,5,AMIL24,8,0,8,AMIL24_6,6,1
A. millepora,5,AMIL24,8,0,8,AMIL24_7,7,1
A. millepora,5,AMIL24,8,0,8,AMIL24_8,8,1
A. millepora,5,AMIL25,8,0,8,AMIL25_1,1,1
A. millepora,5,AMIL25,8,0,8,AMIL25_2,2,1
A. millepora,5,AMIL25,8,0,8,AMIL25_3,3,1
A. millepora,5,AMIL25,8,0,8,AMIL25_4,4,1
A. millepora,5,AMIL25,8,0,8,AMIL25_5,5,1
A. millepora,5,AMIL25,8,0,8,AMIL25_6,6,1
A. millepora,5,AMIL25,8,0,8,AMIL25_7,7,1
A. millepora,5,AMIL25,8,0,8,AMIL25_8,8,1
A. millepora,5,AMIL26,8,0,8,AMIL26_1,1,1
A. millepora,5,AMIL26,8,0,8,AMIL26_2,2,1
A. millepora,5,AMIL26,8,0,8,AMIL26_3,3,1
A. millepora,5,AMIL26,8,0,8,AMIL26_4,4,1
A. millepora,5,AMIL26,8,0,8,AMIL26_5,5,1
A. millepora,5,AMIL26,8,0,8,AMIL26_6,6,1
A. millepora,5,AMIL26,8,0,8,AMIL26_7,7,1
A. millepora,5,AMIL26,8,0,8,AMIL26_8,8,1
A. millepora,5,AMIL27,8,0,8,AMIL27_1,1,1
A. millepora,5,AMIL27,8,0,8,AMIL27_2,2,1
A. millepora,5,AMIL27,8,0,8,AMIL27_3,3,1
A. millepora,5,AMIL27,8,0,8,AMIL27_4,4,1
A. millepora,5,AMIL27,8,0,8,AMIL27_5,5,1
A. millepora,5,AMIL27,8,0,8,AMIL27_6,6,1
A. millepora,5,AMIL27,8,0,8,AMIL27_7,7,1
A. millepora,5,AMIL27,8,0,8,AMIL27_8,8,1
A. millepora,5,AMIL28,8,0,8,AMIL28_1,1,1
A. millepora,5,AMIL28,8,0,8,AMIL28_2,2,1
A. millepora,5,AMIL28,8,0,8,AMIL28_3,3,1
A. millepora,5,AMIL28,8,0,8,AMIL28_4,4,1
A. millepora,5,AMIL28,8,0,8,AMIL28_5,5,1
A. millepora,5,AMIL28,8,0,8,AMIL28_6,6,1
A. millepora,5,AMIL28,8,0,8,AMIL28_7,7,1
A. millepora,5,AMIL28,8,0,8,AMIL28_8,8,1
A. millepora,5,AMIL29,8,0,8,AMIL29_1,1,1
A. millepora,5,AMIL29,8,0,8,AMIL29_2,2,1
A. millepora,5,AMIL29,8,0,8,AMIL29_3,3,1
A. millepora,5,AMIL29,8,0,8,AMIL29_4,4,1
A. millepora,5,AMIL29,8,0,8,AMIL29_5,5,1
A. millepora,5,AMIL29,8,0,8,AMIL29_6,6,1
A. millepora,5,AMIL29,8,0,8,AMIL29_7,7,1
A. millepora,5,AMIL29,8,0,8,AMIL29_8,8,1
A. millepora,5,AMIL30,8,0,8,AMIL30_1,1,1
A. millepora,5,AMIL30,8,0,8,AMIL30_2,2,1
A. millepora,5,AMIL30,8,0,8,AMIL30_3,3,1
A. millepora,5,AMIL30,8,0,8,AMIL30_4,4,1
A. millepora,5,AMIL30,8,0,8,AMIL30_5,5,1
A. millepora,5,AMIL30,8,0,8,AMIL30_6,6,1
A. millepora,5,AMIL30,8,0,8,AMIL30_7,7,1
A. millepora,5,AMIL30,8,0,8,AMIL30_8,8,1
A. millepora,6,AMIL01,8,0,8,AMIL01_1,1,1
A. millepora,6,AMIL01,8,0,8,AMIL01_2,2,1
A. millepora,6,AMIL01,8,0,8,AMIL01_3,3,1
A. millepora,6,AMIL01,8,0,8,AMIL01_4,4,1
A. millepora,6,AMIL01,8,0,8,AMIL01_5,5,1
A. millepora,6,AMIL01,8,0,8,AMIL01_6,6,1
A. millepora,6,AMIL01,8,0,8,AMIL01_7,7,1
A. millepora,6,AMIL01,8,0,8,AMIL01_8,8,1
A. millepora,6,AMIL02,8,0,8,AMIL02_1,1,1
A. millepora,6,AMIL02,8,0,8,AMIL02_2,2,1
A. millepora,6,AMIL02,8,0,8,AMIL02_3,3,1
A. millepora,6,AMIL02,8,0,8,AMIL02_4,4,1
A. millepora,6,AMIL02,8,0,8,AMIL02_5,5,1
A. millepora,6,AMIL02,8,0,8,AMIL02_6,6,1
A. millepora,6,AMIL02,8,0,8,AMIL02_7,7,1
A. millepora,6,AMIL02,8,0,8,AMIL02_8,8,1
A. millepora,6,AMIL03,8,0,8,AMIL03_1,1,1
A. millepora,6,AMIL03,8,0,8,AMIL03_2,2,1
A. millepora,6,AMIL03,8,0,8,AMIL03_3,3,1
A. millepora,6,AMIL03,8,0,8,AMIL03_4,4,1
A. millepora,6,AMIL03,8,0,8,AMIL03_5,5,1
A. millepora,6,AMIL03,8,0,8,AMIL03_6,6,1
A. millepora,6,AMIL03,8,0,8,AMIL03_7,7,1
A. millepora,6,AMIL03,8,0,8,AMIL03_8,8,1
A. millepora,6,AMIL04,8,0,8,AMIL04_1,1,1
A. millepora,6,AMIL04,8,0,8,AMIL04_2,2,1
A. millepora,6,AMIL04,8,0,8,AMIL04_3,3,1
A. millepora,6,AMIL04,8,0,8,AMIL04_4,4,1
A. millepora,6,AMIL04,8,0,8,AMIL04_5,5,1
A. millepora,6,AMIL04,8,0,8,AMIL04_6,6,1
A. millepora,6,AMIL04,8,0,8,AMIL04_7,7,1
A. millepora,6,AMIL04,8,0,8,AMIL04_8,8,1
A. millepora,6,AMIL05,8,0,8,AMIL05_1,1,1
A. millepora,6,AMIL05,8,0,8,AMIL05_2,2,1
A. millepora,6,AMIL05,8,0,8,AMIL05_3,3,1
A. millepora,6,AMIL05,8,0,8,AMIL05_4,4,1
A. millepora,6,AMIL05,8,0,8,AMIL05_5,5,1
A. millepora,6,AMIL05,8,0,8,AMIL05_6,6,1
A. millepora,6,AMIL05,8,0,8,AMIL05_7,7,1
A. millepora,6,AMIL05,8,0,8,AMIL05_8,8,1
A. millepora,6,AMIL06,8,0,8,AMIL06_1,1,1
A. millepora,6,AMIL06,8,0,8,AMIL06_2,2,1
A. millepora,6,AMIL06,8,0,8,AMIL06_3,3,1
A. millepora,6,AMIL06,8,0,8,AMIL06_4,4,1
A. millepora,6,AMIL06,8,0,8,AMIL06_5,5,1
A. millepora,6,AMIL06,8,0,8,AMIL06_6,6,1
A. millepora,6,AMIL06,8,0,8,AMIL06_7,7,1
A. millepora,6,AMIL06,8,0,8,AMIL06_8,8,1
A. millepora,6,AMIL07,8,0,8,AMIL07_1,1,1
A. millepora,6,AMIL07,8,0,8,AMIL07_2,2,1
A. millepora,6,AMIL07,8,0,8,AMIL07_3,3,1
A. millepora,6,AMIL07,8,0,8,AMIL07_4,4,1
A. millepora,6,AMIL07,8,0,8,AMIL07_5,5,1
